Airport_ID,Name,Country,City,IATA,Latitude,Longitude,Degree,DegreeCentrality,Betweenness,Closeness,Eigenvector
3939,Sukhothai Airport,Thailand,Sukhothai,THS,17.238000869750977,99.81819915771484,1,0.00031377470975839345,0.0,0.26777012266845907,0.0009060935931442175
2787,Andahuaylas Airport,Peru,Andahuaylas,ANS,-13.70639991760254,-73.35040283203125,1,0.00031377470975839345,0.0,0.25299674525680715,0.00033003736122570927
2745,Jose Maria Córdova International Airport,Colombia,Rio Negro,MDE,6.16454,-75.4231,18,0.005647944775651082,0.00013209941092305315,0.2991083998122947,0.0070348968171706884
6744,Wuzhou Changzhoudao Airport,China,Wuzhou,WUZ,23.456699,111.248001,3,0.0009413241292751803,0.0,0.2288689407540395,0.0004221601045975605
3376,Wuhan Tianhe International Airport,China,Wuhan,WUH,30.7838,114.208,65,0.020395356134295575,0.0007914623245734448,0.3185088946632021,0.016477085930133247
1121,Egal International Airport,Somalia,Hargeisa,HGA,9.518170356750488,44.08879852294922,8,0.0025101976780671476,6.7365301465393e-05,0.29174295129989014,0.002817717350824491
3076,Hazrat Shahjalal International Airport,Bangladesh,Dhaka,DAC,23.843347,90.397783,34,0.010668340131785378,0.01182160428687675,0.32276686246708525,0.018659215311390236
2911,Taraz Airport,Kazakhstan,Dzhambul,DMB,42.85359954833984,71.30359649658203,4,0.0012550988390335738,4.338402211451931e-07,0.26474497424821397,0.0021250880528723257
458,Tampere-Pirkkala Airport,Finland,Tampere,TMP,61.414100646973,23.604400634766,10,0.0031377470975839346,1.379112892610687e-06,0.27771000348553504,0.009112870720474803
5567,Papa Westray Airport,United Kingdom,Papa Westray,PPW,59.351699829100006,-2.9002799987800003,3,0.0009413241292751803,0.0,0.20307123741557284,3.436895479381245e-05
8235,Sohag International Airport,Egypt,Sohag,HMB,26.342778,31.742778,5,0.0015688735487919673,0.0,0.27211407103825136,0.002841418540646399
4116,Tri-Cities Regional TN/VA Airport,United States,BRISTOL,TRI,36.475201,-82.407401,4,0.0012550988390335738,6.588958357316659e-06,0.27540615278257863,0.0021310716868511866
5474,La Tabatière Airport,Canada,La Tabatière,ZLT,50.8307991027832,-58.97560119628906,2,0.0006275494195167869,7.849292017496535e-07,0.14008791208791208,1.486340175929603e-09
2167,Zahedan International Airport,Iran,Zahedan,ZAH,29.47570037841797,60.90620040893555,7,0.0021964229683087543,0.0008704924905043609,0.28875600253692124,0.0017809901516916238
877,Francistown Airport,Botswana,Francistown,FRW,-21.15959930419922,27.47450065612793,2,0.0006275494195167869,0.0,0.2621103709186611,0.0004967716815208678
718,Kramfors Sollefteå Airport,Sweden,Kramfors,KRF,63.04859924316406,17.76889991760254,2,0.0006275494195167869,0.0,0.26452523240371845,0.0013818105508349094
3164,Phrae Airport,Thailand,Phrae,PRH,18.132200241088867,100.16500091552734,1,0.00031377470975839345,0.0,0.22349228611500702,0.00010203528794772583
933,Sambava Airport,Madagascar,Sambava,SVB,-14.278599739074709,50.17470169067383,3,0.0009413241292751803,0.0,0.23658228787766314,9.597002577742549e-05
5924,Dawadmi Domestic Airport,Saudi Arabia,Dawadmi,\N,24.5,44.400001525878906,2,0.0006275494195167869,0.0,0.2648769946808511,0.0012311214204688656
3030,China Bay Airport,Sri Lanka,Trinciomalee,TRR,8.5385103225708,81.18190002441406,1,0.00031377470975839345,0.0,0.2010218241453261,5.3669130947778554e-06
3153,Trivandrum International Airport,India,Trivandrum,TRV,8.48211956024,76.9200973511,17,0.005334170065892689,0.00031098077666699323,0.2997836515849873,0.008537345830706101
10160,Erenhot Saiwusu International Airport,China,Erenhot,ERL,43.4225,112.096667,2,0.0006275494195167869,0.0,0.2802497361941611,0.0013032255499945335
1679,St Gallen Altenrhein Airport,Switzerland,Altenrhein,ACH,47.4850006104,9.560770034789998,2,0.0006275494195167869,4.807186789584134e-08,0.2673882037083648,0.001695754927843852
7182,Selawik Airport,United States,Selawik,WLK,66.60009766,-159.9859924,1,0.00031377470975839345,0.0,0.1889936547470794,1.4481000920864694e-06
231,Es Senia Airport,Algeria,Oran,ORN,35.6239013672,-0.6211829781529999,23,0.0072168183244430495,0.0006921146602312618,0.3094475191766191,0.018067226287700272
1853,Carlos Rovirosa Pérez International Airport,Mexico,Villahermosa,VSA,17.996999740600586,-92.81739807128906,8,0.0025101976780671476,5.8749665273948595e-06,0.27958592859022724,0.0026451750724227766
1026,Mbandaka Airport,Congo (Kinshasa),Mbandaka,MDK,0.0226000007242,18.2887001038,3,0.0009413241292751803,0.0003139716806998614,0.23444166544063558,0.00012844064871330203
1584,Pardubice Airport,Czech Republic,Pardubice,PED,50.01340103149414,15.73859977722168,2,0.0006275494195167869,0.0,0.2649871123305895,0.0020274177575318746
7194,Tin City Long Range Radar Station Airport,United States,Tin City,TNC,65.56310272,-167.9219971,2,0.0006275494195167869,0.0,0.1890384957589418,1.4914939794238001e-06
184,Victoria International Airport,Canada,Victoria,YYJ,48.646900177,-123.426002502,8,0.0025101976780671476,2.412093773716468e-07,0.2954756165399592,0.004802748488057669
2749,Gustavo Rojas Pinilla International Airport,Colombia,San Andres Island,ADZ,12.5836,-81.7112,8,0.0025101976780671476,0.0003139716806998614,0.2583076673691036,0.0010945070511839752
341,Münster Osnabrück Airport,Germany,Munster,FMO,52.134601593,7.68483018875,11,0.003451521807342328,3.4583500159472703e-07,0.2977948047094001,0.01299790699242938
6156,Belgorod International Airport,Russia,Belgorod,EGO,50.643798828125,36.5900993347168,9,0.002823972387825541,1.805337164024203e-06,0.2656497457697758,0.0032728272257506272
5719,Walla Walla Regional Airport,United States,Walla Walla,ALW,46.09489822,-118.288002,1,0.00031377470975839345,0.0,0.26786014456211127,0.0006623498019489828
3199,Noi Bai International Airport,Vietnam,Hanoi,HAN,21.221200942993164,105.80699920654295,46,0.014433636648886099,0.0031968196880978583,0.3310480939025657,0.01892682660941912
174,London Airport,Canada,London,YXU,43.035599,-81.1539,5,0.0015688735487919673,0.0,0.29198350893266145,0.0033455220578927
6287,Lismore Airport,Australia,Lismore,LSY,-28.8302993774,153.259994507,1,0.00031377470975839345,0.0,0.2589793596619535,0.0002667143994001491
2537,Tancredo Neves International Airport,Brazil,Belo Horizonte,CNF,-19.62444305419922,-43.97194290161133,35,0.010982114841543772,0.0021099464657819114,0.28706539362277067,0.004664239637456637
5716,Athens Ben Epps Airport,United States,Athens,AHN,33.94860076904297,-83.32630157470703,1,0.00031377470975839345,0.0,0.241037664498563,0.000395684229664194
3599,Bethel Airport,United States,Bethel,BET,60.77980042,-161.8379974,22,0.006903043614684656,0.006904237258589952,0.23322356384924992,9.98375617701401e-05
3806,Charleston Air Force Base-International Airport,United States,Charleston,CHS,32.89860153,-80.04049683,20,0.006275494195167869,7.564895167433212e-07,0.30703275529865126,0.016134507487527244
2555,Hercílio Luz International Airport,Brazil,Florianopolis,FLN,-27.670278549194336,-48.5525016784668,12,0.003765296517100721,0.0005365787303195311,0.26678386070651267,0.0017664816344825608
2792,Inca Manco Capac International Airport,Peru,Juliaca,JUL,-15.467100143432615,-70.158203125,3,0.0009413241292751803,0.0,0.25303691941246526,0.00034063795581776036
922,Morondava Airport,Madagascar,Morondava,MOQ,-20.28470039367676,44.31760025024414,2,0.0006275494195167869,0.0,0.2365647268408551,9.293008366503979e-05
5572,Land's End Airport,United Kingdom,Land's End,LEQ,50.102798,-5.67056,1,0.00031377470975839345,0.0,0.18936423054070112,4.7432869685141805e-06
347,Nuremberg Airport,Germany,Nuernberg,NUE,49.498699,11.078056,32,0.01004079071226859,4.472192980931285e-05,0.31156515788444616,0.03577621614165435
1273,Toulouse-Blagnac Airport,France,Toulouse,TLS,43.629101,1.36382,47,0.014747411358644493,0.0009575468382277074,0.3210112812248187,0.05079413460487401
541,Stornoway Airport,United Kingdom,Stornoway,SYY,58.215599060058594,-6.331110000610352,5,0.0015688735487919673,5.345009052062306e-07,0.25451205877655325,0.0023060254084009838
6714,Atqasuk Edward Burnell Sr Memorial Airport,United States,Atqasuk,ATK,70.46730041503906,-157.43600463867188,2,0.0006275494195167869,0.0,0.18894883500326082,1.629219887649534e-06
3681,Cincinnati Municipal Airport Lunken Field,United States,Cincinnati,LUK,39.10329819,-84.41860199,3,0.0009413241292751803,6.009823136084433e-06,0.2596968709256845,0.001233935281295646
6396,Qamdo Bangda Airport,China,Bangda,BPX,30.553600311279297,97.1082992553711,2,0.0006275494195167869,0.0,0.2495106866045565,0.000431603136609916
2708,Palonegro Airport,Colombia,Bucaramanga,BGA,7.1265,-73.1848,3,0.0009413241292751803,0.0,0.2581193812262088,0.0009294459966733715
2764,Capitan Nicolas Rojas Airport,Bolivia,Potosi,POI,-19.5431003571,-65.72370147710001,1,0.00031377470975839345,0.0,0.21139559564871319,2.4997325721700295e-05
63,Gaspé (Michel-Pouliot) Airport,Canada,Gaspe,YGP,48.7752990723,-64.4785995483,2,0.0006275494195167869,0.0,0.23817352963156715,0.0001435489817684091
2849,Alberto Carnevalli Airport,Venezuela,Merida,MRD,8.582078,-71.161041,1,0.00031377470975839345,0.0,0.24684377662458368,0.00031217653366970267
1977,Fakarava Airport,French Polynesia,Fakarava,FAV,-16.054100036621094,-145.65699768066406,2,0.0006275494195167869,0.0,0.23047439976858547,3.699352091244129e-05
2804,Capitan FAP Carlos Martinez De Pinillos International Airport,Peru,Trujillo,TRU,-8.08141040802002,-79.10880279541016,1,0.00031377470975839345,0.0,0.25299674525680715,0.00033003736122570927
794,Bram Fischer International Airport,South Africa,Bloemfontein,BFN,-29.0926990509,26.302400589,3,0.0009413241292751803,0.0,0.262153491815415,0.0006368842637778484
4059,Jomo Kenyatta International Airport,Kenya,Nairobi,NBO,-1.31923997402,36.9277992249,67,0.021022905553812362,0.01001620304527881,0.3353677785962328,0.02860947775825235
3296,Sultan Abdul Halim Airport,Malaysia,Alor Setar,AOR,6.189670085906982,100.39800262451172,2,0.0006275494195167869,1.9211553888977536e-07,0.2613151853066579,0.0005571751560027678
2949,Murmansk Airport,Russia,Murmansk,MMK,68.78170013427734,32.75080108642578,5,0.0015688735487919673,7.119456896613112e-05,0.27139572511283316,0.0024918395568539193
4038,Gulfport Biloxi International Airport,United States,Gulfport,GPT,30.40730094909668,-89.07009887695312,4,0.0012550988390335738,0.0,0.2861632396516117,0.0038269807040522846
1208,Zagreb Airport,Croatia,Zagreb,ZAG,45.7429008484,16.0687999725,28,0.008785691873235017,0.005435775838626552,0.31433080185422624,0.03292256150534761
2492,El Tehuelche Airport,Argentina,Puerto Madryn,PMY,-42.7592,-65.1027,1,0.00031377470975839345,0.0,0.2130774888012302,2.4730941238910718e-05
5443,Maniitsoq Airport,Greenland,Maniitsoq,JSU,65.4124984741,-52.9393997192,2,0.0006275494195167869,0.0,0.21530874206188352,3.100679540357197e-05
2785,Capitan FAP Jose A Quinones Gonzales International Airport,Peru,Chiclayo,CIX,-6.787479877471924,-79.8281021118164,1,0.00031377470975839345,0.0,0.25299674525680715,0.00033003736122570927
979,Maputo Airport,Mozambique,Maputo,MPM,-25.920799,32.572601,15,0.0047066206463759015,0.004735938614200722,0.28233522324592486,0.0031557595466515393
3854,Cold Bay Airport,United States,Cold Bay,CDB,55.20610046386719,-162.72500610351562,4,0.0012550988390335738,0.0009419150420995842,0.23252590106522691,9.941831753980985e-05
3389,Hefei Luogang International Airport,China,Hefei,HFE,31.780000686645508,117.2979965209961,35,0.010982114841543772,8.699088873940809e-06,0.29246581627971,0.010013106746684909
6316,Gove Airport,Australia,Gove,GOV,-12.269399642899998,136.817993164,3,0.0009413241292751803,0.0,0.23012491876669797,8.840284718695542e-05
2176,Kuwait International Airport,Kuwait,Kuwait,KWI,29.226600646972656,47.96889877319336,57,0.017885158456228428,0.0008608418931859071,0.3321521625846795,0.03141709621350093
1830,El Tajín National Airport,Mexico,Poza Rico,PAZ,20.6026992798,-97.4608001709,3,0.0009413241292751803,0.0,0.2613366133661337,0.0006367396193807081
11230,Boende Airport,Congo (Kinshasa),Boende,BNB,-0.2169999927282333,20.850000381469727,2,0.0006275494195167869,0.0,0.2344244207429202,0.0001284146835230469
7527,Lintsang Airfield,China,Lincang,LNJ,23.7381000519,100.025001526,1,0.00031377470975839345,0.0,0.2371809183597529,0.0002572990012918483
2936,Bratsk Airport,Russia,Bratsk,BTK,56.370601654052734,101.697998046875,4,0.0012550988390335738,3.0720704245801366e-07,0.27079615940181834,0.0020994140049533714
6270,Groote Eylandt Airport,Australia,Groote Eylandt,GTE,-13.9750003815,136.460006714,3,0.0009413241292751803,0.0,0.23012491876669797,8.840284718695542e-05
1262,Agen-La Garenne Airport,France,Agen,AGF,44.17470169067383,0.5905560255050659,2,0.0006275494195167869,0.0,0.24780343674675376,0.0009669039691737964
6763,Igiugig Airport,United States,Igiugig,IGG,59.32400131225586,-155.90199279785156,1,0.00031377470975839345,0.0,0.1887474089428487,1.4462067487503909e-06
3043,Netaji Subhash Chandra Bose International Airport,India,Kolkata,CCU,22.654699325561523,88.44670104980469,36,0.011295889551302164,0.0019268132385370498,0.30556088207094917,0.008964139168297983
8417,Jixi Xingkaihu Airport,China,Jixi,JXA,45.293,131.193,4,0.0012550988390335738,4.025277957690531e-08,0.28064459316660795,0.0017903407383738333
2361,Gwangju Airport,South Korea,Kwangju,KWJ,35.123173,126.805444,2,0.0006275494195167869,0.0,0.2282951289398281,0.0001618874204494134
4322,Klagenfurt Airport,Austria,Klagenfurt,KLU,46.642502,14.3377,4,0.0012550988390335738,0.0,0.2710264478271962,0.0053349270139521855
5523,Powell River Airport,Canada,Powell River,YPW,49.83420181274414,-124.5,1,0.00031377470975839345,0.0,0.26406495981440053,0.0005423781550956928
277,Yola Airport,Nigeria,Yola,YOL,9.257550239562988,12.430399894714355,1,0.00031377470975839345,0.0,0.2344244207429202,0.0001326152556247585
1144,Manda Airstrip,Kenya,Lamu,LAU,-2.252419948577881,40.91310119628906,2,0.0006275494195167869,0.0,0.20111062030668264,7.259485189181919e-06
6090,Nakhchivan Airport,Azerbaijan,Nakhchivan,NAJ,39.18880081176758,45.45840072631836,2,0.0006275494195167869,0.0,0.28186079419828425,0.0019125871364288006
349,Saarbrücken Airport,Germany,Saarbruecken,SCN,49.2145996094,7.10950994492,4,0.0012550988390335738,0.0,0.2654506080293187,0.0046681998893906155
5909,Tongoa Airport,Vanuatu,Tongoa Island,TGH,-16.8910999298,168.550994873,1,0.00031377470975839345,0.0,0.20793371175050565,9.480298797972583e-06
663,"Tromsø Airport,",Norway,Tromso,TOS,69.68329620361328,18.91889953613281,20,0.006275494195167869,0.0026356598963020355,0.2771786397634371,0.006629275875116872
4191,Ikaria Airport,Greece,Ikaria,JIK,37.6827011108,26.3470993042,3,0.0009413241292751803,4.1489114949624544e-07,0.25614852917537373,0.002097416200657147
7894,Yushu Batang Airport,China,Yushu,YUS,32.836388888900004,97.0363888889,1,0.00031377470975839345,0.0,0.22207511671660513,6.820719936241661e-05
4025,Hancock County-Bar Harbor Airport,United States,Bar Harbor,BHB,44.45000076,-68.3615036,1,0.00031377470975839345,0.0,0.264349701393497,0.0008612999613881579
146,Montreal / Pierre Elliott Trudeau International Airport,Canada,Montreal,YUL,45.4706001282,-73.7407989502,96,0.03012237213680577,0.031203661945861057,0.3566073626496587,0.06431031495801708
1950,Deadman's Cay Airport,Bahamas,Dead Man's Cay,LGI,23.1790008545,-75.09359741210001,1,0.00031377470975839345,0.0,0.2423205596107056,0.00027182348446189966
2897,Hato International Airport,Netherlands Antilles,Willemstad,CUR,12.1889,-68.959801,19,0.0059617194854094755,0.0008580097847653706,0.3050928585104346,0.008350288417375475
5447,Sisimiut Airport,Greenland,Sisimiut,JHS,66.9513015747,-53.7293014526,3,0.0009413241292751803,1.0215292897056203e-06,0.21532328896696168,3.134315798891292e-05
128,Resolute Bay Airport,Canada,Resolute,YRB,74.7169036865,-94.9693984985,2,0.0006275494195167869,0.0003124018222963621,0.16426988299572187,5.232556290588536e-08
5503,Chevery Airport,Canada,Chevery,YHR,50.46889877319336,-59.63669967651367,3,0.0009413241292751803,0.00032417016048099826,0.172924579489962,2.3065002091057208e-07
2697,Teniente Coronel Luis a Mantilla Airport,Ecuador,Tulcan,TUA,0.8095059990882874,-77.70809936523438,1,0.00031377470975839345,0.0,0.24005724615848148,0.00015492629865205155
3759,John Glenn Columbus International Airport,United States,Columbus,CMH,39.998001,-82.891899,33,0.010354565422026984,1.2021619563219986e-05,0.31664182811723796,0.02372366035387328
7252,Postville Airport,Canada,Postville,YSO,54.9105,-59.78507,3,0.0009413241292751803,0.0004709575210497921,0.19431741966953234,5.327398066095705e-06
6727,Puvirnituq Airport,Canada,Puvirnituq,YPX,60.05059814453125,-77.28690338134766,4,0.0012550988390335738,0.004153934590565618,0.20913445764157754,2.7303987114974703e-05
2295,Iki Airport,Japan,Iki,IKI,33.7490005493,129.785003662,1,0.00031377470975839345,0.0,0.2203249222260629,4.210234759198428e-05
3995,Ilulissat Airport,Greenland,Ilulissat,JAV,69.2432022095,-51.0570983887,5,0.0015688735487919673,0.0015708799327890123,0.2154688662024204,3.135601908663289e-05
8242,Bonito Airport,Brazil,Bointo,BYO,-21.247299,-56.452499,1,0.00031377470975839345,0.0,0.21329139338776604,3.9722586041456164e-05
4159,Mae Hong Son Airport,Thailand,Pai,PYY,19.3719997406,98.43699646,1,0.00031377470975839345,0.0,0.22855708548479634,0.00012803551278250673
3754,Middle Georgia Regional Airport,United States,Macon,MCN,32.69279861450195,-83.64920043945312,2,0.0006275494195167869,0.0,0.275596679349706,0.001849962349159992
3796,Kapalua Airport,United States,Lahania-kapalua,JHM,20.962900161743164,-156.67300415039062,2,0.0006275494195167869,0.0,0.2560867818400964,0.0004040596383280601
6772,Chaoyang Airport,China,Chaoyang,CHG,41.538101,120.434998,2,0.0006275494195167869,0.0,0.2803976772831251,0.0013695382734894284
722,Örnsköldsvik Airport,Sweden,Ornskoldsvik,OER,63.40829849243164,18.989999771118164,1,0.00031377470975839345,0.0,0.2645032782803552,0.0013614471430932443
3115,Luang Phabang International Airport,Laos,Luang Prabang,LPQ,19.897300720214844,102.16100311279295,7,0.0021964229683087543,7.460823425425638e-06,0.2688997637529531,0.0015237811724560441
6093,Chokurdakh Airport,Russia,Chokurdah,CKH,70.62310028076172,147.90199279785156,1,0.00031377470975839345,0.0,0.22606043410412824,9.021648606662112e-05
1486,Thessaloniki Macedonia International Airport,Greece,Thessaloniki,SKG,40.51969909667969,22.97089958190918,55,0.01725760903671164,0.00030199794647255514,0.31800039912193173,0.04932159109892458
5507,Waskaganish Airport,Canada,Waskaganish,YKQ,51.47330093383789,-78.75830078125,6,0.0018826482585503606,0.0004329760856919448,0.20913445764157754,2.7524621723426075e-05
3461,Boone County Airport,United States,Harrison,HRO,36.26150131225586,-93.15470123291016,2,0.0006275494195167869,0.0,0.2413662526507119,0.0006378915142075284
1141,Kitale Airport,Kenya,Kitale,KTL,0.9719889760017396,34.95859909057617,1,0.00031377470975839345,0.0,0.18731632773010462,1.3712328682456606e-06
612,Karup Airport,Denmark,Karup,KRP,56.29750061035156,9.124629974365234,1,0.00031377470975839345,0.0,0.269490952139354,0.001567223092600787
3127,Pokhara Airport,Nepal,Pokhara,PKR,28.200899124145508,83.98210144042969,1,0.00031377470975839345,0.0,0.2388518324214944,0.0001943645826559365
5701,Nyala Airport,Sudan,Nyala,UYL,12.053500175476074,24.956199645996094,1,0.00031377470975839345,0.0,0.23137795847248438,0.00015241116752034861
5588,Sørkjosen Airport,Norway,Sorkjosen,SOJ,69.786796569824,20.959400177002,3,0.0009413241292751803,0.0,0.2171276740700368,0.00011539907579269071
4037,Central Illinois Regional Airport at Bloomington-Normal,United States,Bloomington,BMI,40.47710037,-88.91590118,8,0.0025101976780671476,2.8570603988358127e-05,0.2955578224983771,0.006354394939875458
4085,Yinchuan Airport,China,Yinchuan,\N,38.481899,106.009003,30,0.009413241292751803,0.00010905141307001969,0.29036078717201164,0.007530213051038142
6957,Brainerd Lakes Regional Airport,United States,Brainerd,BRD,46.39830017,-94.13809967,2,0.0006275494195167869,0.0,0.26090871878837496,0.000702136631196808
6353,Dayong Airport,China,Dayong,DYG,29.1028,110.443001,12,0.003765296517100721,2.1316835279175452e-07,0.28685868586858687,0.004633309433403815
679,Warsaw Chopin Airport,Poland,Warsaw,WAW,52.1656990051,20.9671001434,78,0.02447442736115469,0.0030739917978195664,0.3505279366476023,0.076880803071566
1636,Francisco de Sá Carneiro Airport,Portugal,Porto,OPO,41.2481002808,-8.68138980865,61,0.019140257295262,0.004064292033615002,0.32470708099847173,0.053396751502483415
3930,Incheon International Airport,South Korea,Seoul,ICN,37.46910095214844,126.45099639892578,132,0.04141826168810794,0.027614826259196843,0.3846710923355462,0.06634612357683949
248,Kotoka International Airport,Ghana,Accra,ACC,5.605189800262451,-0.1667860001325607,30,0.009413241292751803,0.001613935979687556,0.32503824579296275,0.02194847678250187
6160,Bugulma Airport,Russia,Bugulma,UUA,54.63999938964844,52.801700592041016,3,0.0009413241292751803,0.0,0.2650091468484949,0.0020772858903558575
9904,Richmond Airport,Australia,Richmond,RCM,-20.70190048217773,143.11500549316406,1,0.00031377470975839345,0.0,0.16798439806029938,6.087448173251452e-08
5733,Dodge City Regional Airport,United States,Dodge City,DDC,37.76340103149414,-99.9655990600586,2,0.0006275494195167869,0.0,0.26073795303935204,0.0007112272577321755
4325,Hammerfest Airport,Norway,Hammerfest,HFT,70.679702758789,23.668600082397,9,0.002823972387825541,0.0005611586674413064,0.21723127257855634,0.00011913276226630819
1742,Priština International Airport,Serbia,Pristina,PRN,42.5728,21.035801,17,0.005334170065892689,9.449301476548205e-07,0.3043353705118411,0.023326072756532347
3426,St Paul Island Airport,United States,St. Paul Island,SNP,57.16730117797852,-170.22000122070312,2,0.0006275494195167869,0.0,0.23244110568156953,0.00010080147787359761
7395,Romeu Zema Airport,Brazil,Araxa,AAX,-19.563199996948,-46.960399627686,2,0.0006275494195167869,0.0,0.20969864455849455,1.1506948730696371e-05
8223,Trail Airport,Canada,Trail,YZZ,49.0555992126,-117.60900116,1,0.00031377470975839345,0.0,0.26406495981440053,0.0005423781550956928
