Airport_ID,Name,Country,Degree,DegreeCentrality,Betweenness,Closeness,Eigenvector
2384,Naha Airport,Japan,31,0.009727016002510197,0.00042519008070286826,0.2951472494906464,0.007677759774381856
1218,Barcelona International Airport,Spain,163,0.051145277690618135,0.012570318452236382,0.36302540152636975,0.12820427898914868
3319,Alice Springs Airport,Australia,8,0.0025101976780671476,9.963083645115568e-07,0.26200263071358104,0.0009013425398140634
4242,Tanna Airport,Vanuatu,5,0.0015688735487919673,0.0009419150420995842,0.20802872062663186,9.626053469453702e-06
7407,Guanambi Airport,Brazil,2,0.0006275494195167869,0.0,0.23748137108792847,0.00012072016108658194
3363,Wagga Wagga City Airport,Australia,2,0.0006275494195167869,0.0,0.25950655484081103,0.0004666825919792185
3373,Nanning Wuxu Airport,China,44,0.013806087229369312,0.00024987309677765356,0.29566750162352723,0.012242736246092052
8782,Cooma Hospital Helipad,Russia,1,0.00031377470975839345,0.0,0.22984278090292803,6.909496452782085e-05
5895,Torres Airstrip,Vanuatu,3,0.0009413241292751803,0.0,0.1676221532635565,6.581463671373022e-08
2308,Miyazaki Airport,Japan,7,0.0021964229683087543,5.486948700978039e-07,0.2797086185711778,0.002346929615681232
7203,Nelson Lagoon Airport,United States,1,0.00031377470975839345,0.0,0.18866919251716788,1.4245905246814622e-06
9107,Yichun Mingyueshan Airport,China,4,0.0012550988390335738,0.0,0.28228520814880426,0.0018106507137654025
1822,Minatitlán/Coatzacoalcos National Airport,Mexico,1,0.00031377470975839345,0.0,0.2612937607608428,0.0005770272106880148
1525,Il Caravaggio International Airport,Italy,80,0.025101976780671477,0.005111722112438057,0.29798971482000935,0.0487190676200368
1654,Craiova Airport,Romania,2,0.0006275494195167869,9.514293354541255e-08,0.24184246471391713,0.0015662179278413478
5896,Siwo Airport,Vanuatu,1,0.00031377470975839345,0.0,0.20793371175050565,9.480298797972581e-06
2090,Ta’if Regional Airport,Saudi Arabia,9,0.002823972387825541,1.147198490301726e-06,0.29790615068237053,0.0070382658214649335
9905,RAAF Base Curtin,Australia,1,0.00031377470975839345,0.0,0.23958803187490602,0.000125834408501098
3254,Syukuran Aminuddin Amir Airport,Indonesia,1,0.00031377470975839345,0.0,0.21192977789599682,2.650917867605849e-05
3920,Juwata Airport,Indonesia,5,0.0015688735487919673,1.3131990137208489e-06,0.2439715226211437,0.00037896401945340305
5604,Kruger Mpumalanga International Airport,South Africa,4,0.0012550988390335738,8.372578151996304e-07,0.2621750575847318,0.0006518652264330337
5577,Donegal Airport,Ireland,2,0.0006275494195167869,0.0,0.2617014288060437,0.002382208797933575
2590,Zumbi dos Palmares Airport,Brazil,7,0.0021964229683087543,6.479928007675884e-06,0.2656276046007668,0.0014719064887386906
7255,Havre St Pierre Airport,Canada,2,0.0006275494195167869,0.0,0.20868255631220534,1.622466497721278e-05
346,Munich Airport,Germany,192,0.06024474427361154,0.01660942563845637,0.39027675728630906,0.1485875542216261
4309,Ancona Falconara Airport,Italy,10,0.0031377470975839346,1.403040094939752e-05,0.2888606906553068,0.010460342606777839
6066,Mayor General FAP Armando Revoredo Iglesias Airport,Peru,1,0.00031377470975839345,0.0,0.25299674525680715,0.00033003736122570916
2941,Dnipropetrovsk International Airport,Ukraine,9,0.002823972387825541,6.46321719081967e-06,0.289911762030383,0.008655984615947333
1965,Bonriki International Airport,Kiribati,3,0.0009413241292751803,4.5944803029946095e-06,0.23652961258720498,6.62428100374277e-05
65,Îles-de-la-Madeleine Airport,Canada,3,0.0009413241292751803,3.139716806998614e-07,0.2382091337170192,0.0001462188229475375
4026,Knox County Regional Airport,United States,1,0.00031377470975839345,0.0,0.264349701393497,0.000861299961388158
5637,Chimoio Airport,Mozambique,1,0.00031377470975839345,0.0,0.22018792317258531,4.519103639249872e-05
145,Tuktoyaktuk Airport,Canada,1,0.00031377470975839345,0.0,0.14570475014858503,2.89520282978575e-09
609,Copenhagen Kastrup Airport,Denmark,122,0.038280514590524,0.01365792430202802,0.36886574074074074,0.10944476594609213
2288,Hakodate Airport,Japan,6,0.0018826482585503606,2.9884824075453047e-07,0.2709803588130261,0.0016679164624445572
6974,Siargao Airport,Philippines,1,0.00031377470975839345,0.0,0.22675204553539666,6.848463667732878e-05
5424,Kimbe Airport,Papua New Guinea,3,0.0009413241292751803,0.0,0.22878679109834887,5.347851055543166e-05
8355,Keewaywin Airport,Canada,2,0.0006275494195167869,0.0,0.18984928813963187,1.544033235586167e-06
3545,Waimea Kohala Airport,United States,1,0.00031377470975839345,0.0,0.231210098665119,0.0001236232898223857
494,Bournemouth Airport,United Kingdom,17,0.005334170065892689,1.267144571917532e-06,0.2678376334145727,0.014021604724387224
5753,Lynchburg Regional Preston Glenn Field,United States,1,0.00031377470975839345,0.0,0.25921106140707606,0.000817144895779358
2709,El Dorado International Airport,Colombia,74,0.023219328522121115,0.023500689778739547,0.3326722338204593,0.026311823273729478
2254,Chuuk International Airport,Micronesia,2,0.0006275494195167869,0.00033576105801251744,0.22757783490431305,7.61504692569396e-05
15,Ísafjörður Airport,Iceland,1,0.00031377470975839345,0.0,0.16645774574323619,1.2056726215741437e-07
2194,Muscat International Airport,Oman,54,0.016943834326953247,0.0011526541869585944,0.3273082058128787,0.030439239765684592
1051,Fuerteventura Airport,Spain,55,0.01725760903671164,0.0002793036538720284,0.3090574088440652,0.05296017492168516
1103,Rabil Airport,Cape Verde,13,0.004079071226859115,1.48431274693339e-05,0.3043644351064846,0.01639030514490736
1810,Plan De Guadalupe International Airport,Mexico,2,0.0006275494195167869,0.0,0.27727510005220113,0.0015145161835486201
2662,La Florida Airport,Chile,4,0.0012550988390335738,2.093144537999076e-07,0.2518173198482933,0.00024078621750692672
2931,Pevek Airport,Russia,1,0.00031377470975839345,0.0,0.2573274121921679,0.0005817336892699478
5716,Athens Ben Epps Airport,United States,1,0.00031377470975839345,0.0,0.241037664498563,0.00039568422966419406
6933,Gelendzhik Airport,Russia,1,0.00031377470975839345,0.0,0.26903596150599357,0.001368403119060415
4322,Klagenfurt Airport,Austria,4,0.0012550988390335738,1.7941238897134938e-08,0.2710264478271962,0.005334927013952184
3024,Bandaranaike International Colombo Airport,Sri Lanka,41,0.012864763100094132,0.004884339241861,0.3360396457191059,0.026162592684124335
8961,Sir Bani Yas Airport,United Arab Emirates,2,0.0006275494195167869,0.0,0.28766134127628845,0.0015035500916512504
4386,Albert J Ellis Airport,United States,3,0.0009413241292751803,0.0,0.2747176967502801,0.00249116025361382
240,Touggourt Sidi Madhi Airport,Algeria,1,0.00031377470975839345,0.0,0.2520363780150257,0.0006616311439846388
5719,Walla Walla Regional Airport,United States,1,0.00031377470975839345,0.0,0.26786014456211127,0.0006623498019489827
5568,Stronsay Airport,United Kingdom,2,0.0006275494195167869,0.0,0.20305829882128065,3.3876950513811735e-05
2603,João Simões Lopes Neto International Airport,Brazil,1,0.00031377470975839345,0.0,0.2227580904452366,7.107199649097713e-05
3213,Heho Airport,Burma,4,0.0012550988390335738,2.093144537999076e-07,0.23624907338769457,0.00017052860537780299
6716,Hooper Bay Airport,United States,3,0.0009413241292751803,0.0,0.18915069143569352,1.4728206819660528e-06
5932,Noshahr Airport,Iran,2,0.0006275494195167869,0.0,0.23102573396158027,0.00014759331319837328
5447,Sisimiut Airport,Greenland,3,0.0009413241292751803,8.422205596121337e-07,0.21532328896696168,3.1343157988912915e-05
7111,Nulato Airport,United States,3,0.0009413241292751803,0.0,0.17589270931066836,3.2485169096384434e-07
277,Yola Airport,Nigeria,1,0.00031377470975839345,0.0,0.2344244207429202,0.00013261525562475855
3513,Lake Charles Regional Airport,United States,2,0.0006275494195167869,0.0,0.28111493340389876,0.0018464233383108555
7424,Mara Serena Lodge Airstrip,Kenya,2,0.0006275494195167869,0.0,0.18732733791806266,1.391439394129851e-06
6713,Anvik Airport,United States,1,0.00031377470975839345,0.0,0.15884170653907495,2.074104177282259e-08
6755,Deering Airport,United States,2,0.0006275494195167869,0.0,0.18900486300557467,1.4691571766786675e-06
3242,Nabire Airport,Indonesia,3,0.0009413241292751803,3.139716806998614e-07,0.19636475662353667,9.104696396268815e-06
1834,Piedras Negras International Airport,Mexico,1,0.00031377470975839345,0.0,0.2612937607608428,0.0005770272106880148
1850,Licenciado Adolfo Lopez Mateos International Airport,Mexico,10,0.0031377470975839346,1.0513602022930252e-05,0.27424490147147407,0.003107934475198401
3498,Minot International Airport,United States,4,0.0012550988390335738,5.58745917096353e-07,0.268062915299857,0.0021595747819014998
2460,Teniente Benjamin Matienzo Airport,Argentina,1,0.00031377470975839345,0.0,0.2130774888012302,2.4730941238910718e-05
6314,Paraburdoo Airport,Australia,1,0.00031377470975839345,0.0,0.23958803187490602,0.000125834408501098
1486,Thessaloniki Macedonia International Airport,Greece,55,0.01725760903671164,0.000552790874649587,0.31800039912193173,0.0493215910989246
5438,Alluitsup Paa Heliport,Greenland,2,0.0006275494195167869,0.0,0.15062148494730374,6.575936225267667e-09
1405,Dinard-Pleurtuit-Saint-Malo Airport,France,3,0.0009413241292751803,9.766990929393294e-08,0.2420812761109001,0.001889843645075563
140,Cape Dorset Airport,Canada,2,0.0006275494195167869,3.501705996435054e-06,0.19652216809520873,3.678054628803103e-06
3384,Nanchang Changbei International Airport,China,38,0.011923438970818951,7.41111998926376e-05,0.29319227230910766,0.010333223586527043
2562,Santa Genoveva Airport,Brazil,11,0.003451521807342328,3.9713873254607525e-05,0.2658048373644704,0.001394113591230898
5516,Wemindji Airport,Canada,2,0.0006275494195167869,5.3808765658990535e-06,0.17297150610583448,4.0172734720129176e-07
6363,Golmud Airport,China,2,0.0006275494195167869,0.0,0.2308751086641553,0.00027516803904652036
2947,Odessa International Airport,Ukraine,12,0.003765296517100721,3.5404592066641063e-06,0.29790615068237053,0.013104901977992908
1506,Brindisi – Salento Airport,Italy,19,0.0059617194854094755,9.667000553947563e-06,0.29046664236237696,0.018337697108934643
2738,German Olano Airport,Colombia,2,0.0006275494195167869,0.0,0.24966705836271053,0.0003825015332814153
2960,Krasnodar Pashkovsky International Airport,Russia,35,0.010982114841543772,0.00021569069136502685,0.30830995453226273,0.02194165811955368
3272,Brunei International Airport,Brunei,14,0.004392845936617509,0.00018160175770061713,0.3072399498698544,0.007225860924080539
4344,Yellowstone Regional Airport,United States,2,0.0006275494195167869,0.0,0.26306231943871233,0.0011609232759055923
1794,Ciudad Obregón International Airport,Mexico,4,0.0012550988390335738,0.0,0.2641963027439277,0.0008730174172079328
16,Keflavik International Airport,Iceland,34,0.010668340131785378,0.006511813996413617,0.33080755657047956,0.03930924511284651
3653,Austin Straubel International Airport,United States,4,0.0012550988390335738,0.0,0.288338007780693,0.003944373547235862
5498,Grise Fiord Airport,Canada,1,0.00031377470975839345,0.0,0.14109886217735865,7.497969457294978e-10
6959,Pitt Greenville Airport,United States,1,0.00031377470975839345,0.0,0.25921106140707606,0.000817144895779358
6989,Northeast Florida Regional Airport,United States,1,0.00031377470975839345,0.0,0.22043159496472542,0.00010438595265453985
5672,Hassan I Airport,Western Sahara,3,0.0009413241292751803,0.0,0.25807757713175156,0.002254176549277221
3988,Ministro Pistarini International Airport,Argentina,41,0.012864763100094132,0.00463963187463423,0.33208294258622484,0.025904991421127715
3989,Erbil International Airport,Iraq,20,0.006275494195167869,2.3703813569631396e-05,0.31563830840843815,0.02186765743728127
6287,Lismore Airport,Australia,1,0.00031377470975839345,0.0,0.2589793596619535,0.0002667143994001492
6058,Capitán Av. Selin Zeitun Lopez Airport,Bolivia,1,0.00031377470975839345,0.0,0.17810439253381022,5.375945355555951e-07
4022,Bert Mooney Airport,United States,1,0.00031377470975839345,0.0,0.25017662296883586,0.00045988676428812525
3670,Dallas Fort Worth International Airport,United States,188,0.05898964543457797,0.035311774120921874,0.37671394799054375,0.06344964640368204
5503,Chevery Airport,Canada,3,0.0009413241292751803,0.0003284474093317395,0.172924579489962,2.3065002091057192e-07
3886,Naha Airport,Indonesia,1,0.00031377470975839345,0.0,0.21098973849718636,1.5698790326050583e-05
2750,Eduardo Falla Solano Airport,Colombia,2,0.0006275494195167869,0.0003139716806998614,0.24968661861485428,0.0003769451086534337
6038,Frank Miloye Milenkowichi–Marília State Airport,Brazil,2,0.0006275494195167869,0.0,0.21331994645247657,4.052310893952635e-05
5465,Wapekeka Airport,Canada,4,0.0012550988390335738,2.093144537999076e-07,0.18162648885849433,3.6068574219300884e-07
4058,Venango Regional Airport,United States,2,0.0006275494195167869,0.0,0.2414211044617832,0.00042762283735379964
3066,Vishakhapatnam Airport,India,8,0.0025101976780671476,2.3171600773555157e-05,0.2778068340306834,0.0027028391148816075
3304,Kuala Lumpur International Airport,Malaysia,111,0.034828992783181675,0.014235175989779506,0.3534434956193856,0.03793369903753051
6264,Devonport Airport,Australia,1,0.00031377470975839345,0.0,0.24910114115991872,0.00019996819257906928
6734,Kirovsk-Apatity Airport,Russia,1,0.00031377470975839345,0.0,0.260120796604636,0.0010877607591868968
3734,Ontario International Airport,United States,15,0.0047066206463759015,1.1552504808892954e-05,0.2956949341250696,0.007790477065280182
1120,Bujumbura International Airport,Burundi,4,0.0012550988390335738,0.0,0.2748835604623081,0.002506136149430992
2471,Cataratas Del Iguazú International Airport,Argentina,3,0.0009413241292751803,0.00012909099213632034,0.2503534956794973,0.00039674800885351557
3305,Langkawi International Airport,Malaysia,5,0.0015688735487919673,2.0595554892104655e-07,0.2673209193088408,0.001372944737598651
126,Sydney / J.A. Douglas McCurdy Airport,Canada,2,0.0006275494195167869,0.0,0.282435306628855,0.0015050541423510216
2068,Gurayat Domestic Airport,Saudi Arabia,2,0.0006275494195167869,0.0,0.2648769946808511,0.0012311214204688663
9848,Lindu Airport,China,2,0.0006275494195167869,0.0,0.23069127759681507,0.00033970352385494565
4198,Weeze Airport,Germany,38,0.011923438970818951,5.2887957278510615e-05,0.2611224907824662,0.02294970913266505
6238,Barcaldine Airport,Australia,2,0.0006275494195167869,0.0,0.25130105661567576,0.0001500848314209343
6772,Chaoyang Airport,China,2,0.0006275494195167869,0.0,0.2803976772831251,0.0013695382734894275
169,Sioux Lookout Airport,Canada,18,0.005647944775651082,0.013860852910925835,0.2218741297688666,2.4095377497717454e-05
5892,Ua Huka Airport,French Polynesia,3,0.0009413241292751803,0.0,0.1873824082784572,1.0753649037908418e-06
1359,Montpellier-Méditerranée Airport,France,20,0.006275494195167869,4.27280749761967e-05,0.30541447053186394,0.01866335590095144
4255,Columbus Metropolitan Airport,United States,1,0.00031377470975839345,0.0,0.27332761578044595,0.0011634124699620718
1723,Erzincan Airport,Turkey,3,0.0009413241292751803,9.932411229069978e-08,0.2828363507277245,0.0030734103240668436
1145,Mombasa Moi International Airport,Kenya,9,0.002823972387825541,4.900902609737159e-05,0.3094475191766191,0.006898693175550578
2582,Bom Jesus da Lapa Airport,Brazil,2,0.0006275494195167869,0.0,0.23748137108792847,0.00012072016108658194
8258,Tapuruquara Airport,Brazil,1,0.00031377470975839345,0.0,0.17825381732759102,5.78674753458388e-07
4320,Newcastle Airport,Australia,5,0.0015688735487919673,8.286452886602861e-07,0.2605887162714636,0.0006701299500487204
2009,Christchurch International Airport,New Zealand,21,0.006589268904926262,0.0029179200172861114,0.281711305577654,0.0016471969325264717
4352,Norilsk-Alykel Airport,Russia,11,0.003451521807342328,6.236976247367945e-06,0.27342141386410435,0.00409169365009105
3608,Richmond International Airport,United States,19,0.0059617194854094755,2.8604567737105435e-06,0.3079822187862389,0.0159890280671109
1122,Berbera Airport,Somalia,7,0.0021964229683087543,0.00028602170923287606,0.2889130631855679,0.0020836726929574266
1013,Chileka International Airport,Malawi,5,0.0015688735487919673,0.0,0.2686504256933322,0.0014649020644092409
3232,Putao Airport,Burma,1,0.00031377470975839345,0.0,0.19111297673302952,2.3735999803652766e-06
1078,Cherif Al Idrissi Airport,Morocco,2,0.0006275494195167869,0.0,0.25557337610264635,0.0009291464664943972
2715,Alfonso Bonilla Aragon International Airport,Colombia,18,0.005647944775651082,0.002826577366765241,0.28988539203201746,0.004655415541002516
60,Fort Simpson Airport,Canada,1,0.00031377470975839345,0.0,0.20524214322514167,1.3674660555681459e-05
4256,Lawton Fort Sill Regional Airport,United States,1,0.00031377470975839345,0.0,0.27365619096685556,0.00090893436545025
5869,Vunisea Airport,Fiji,2,0.0006275494195167869,0.0,0.23644187254247348,6.628069500885782e-05
4215,Nelson Ribeiro Guimarães Airport,Brazil,2,0.0006275494195167869,1.3384049209321015e-07,0.21331994645247657,5.53145368264491e-05
537,Glasgow Prestwick Airport,United Kingdom,21,0.006589268904926262,6.647613394447597e-06,0.27636142906694416,0.016444276709914978
1887,Palmar Sur Airport,Costa Rica,2,0.0006275494195167869,0.0,0.24481487171608543,0.00027754428650188565
2202,Faisalabad International Airport,Pakistan,1,0.00031377470975839345,0.0,0.24606238418777024,0.00024351964252967685
7146,Metlakatla Seaplane Base,United States,1,0.00031377470975839345,0.0,0.21154995021573184,9.659941934060459e-06
290,Gafsa Ksar International Airport,Tunisia,3,0.0009413241292751803,0.0,0.24949115390637233,0.0008145326549609279
6297,McArthur River Mine Airport,Australia,1,0.00031377470975839345,0.0,0.22105847263647083,3.795066924225805e-05
3454,Eppley Airfield,United States,20,0.006275494195167869,9.71316365164411e-07,0.3060597330260252,0.015055593318359596
994,Seychelles International Airport,Seychelles,9,0.002823972387825541,0.00032936526141315645,0.3089974791545472,0.006897771194210662
5801,Süleyman Demirel International Airport,Turkey,1,0.00031377470975839345,0.0,0.28143765453903213,0.0018500960318744398
6179,Bharatpur Airport,Nepal,1,0.00031377470975839345,0.0,0.2388518324214944,0.00019436458265593656
1992,Moorea Airport,French Polynesia,4,0.0012550988390335738,0.0,0.23050773904238392,3.81010861941287e-05
5521,Pikangikum Airport,Canada,6,0.0018826482585503606,1.6782533885028302e-05,0.19022323027336754,1.9566486512010255e-06
2549,Cruzeiro do Sul Airport,Brazil,1,0.00031377470975839345,0.0,0.19194170079498915,1.7848489064521549e-06
2705,El Eden Airport,Colombia,2,0.0006275494195167869,0.0,0.262347711557458,0.0009568484538885604
1409,Lorient South Brittany (Bretagne Sud) Airport,France,2,0.0006275494195167869,0.0,0.25563487607283225,0.0018735439896924522
3361,Sydney Kingsford Smith International Airport,Australia,85,0.026670850329463442,0.03281070613698667,0.34945175438596493,0.018621310955195324
269,Kaduna Airport,Nigeria,1,0.00031377470975839345,0.0,0.24871234587170282,0.00040396458523386754
4331,Mashhad International Airport,Iran,39,0.012237213680577345,0.006035438959961177,0.3000094135366657,0.008667811261651599
4238,Tulita Airport,Canada,2,0.0006275494195167869,0.0,0.170455153233139,3.9208707144843065e-07
3009,Jabalpur Airport,India,2,0.0006275494195167869,0.0,0.266271200601554,0.0012807216042317298
743,Norrköping Airport,Sweden,1,0.00031377470975839345,0.0,0.2606100253495789,0.001101451700059535
3337,Launceston Airport,Australia,5,0.0015688735487919673,0.0009504001471822901,0.26067397349910026,0.0006177440601060771
5557,Heringsdorf Airport,Germany,5,0.0015688735487919673,3.952743539462022e-06,0.294846886853548,0.0064171935789739875
4287,Bemidji Regional Airport,United States,1,0.00031377470975839345,0.0,0.26088736083824493,0.0006920765215809155
5612,Chipata Airport,Zambia,1,0.00031377470975839345,0.0,0.23502949852507374,8.324537389269758e-05
3461,Boone County Airport,United States,2,0.0006275494195167869,0.0,0.2413662526507119,0.0006378915142075283
6367,Yan'an Ershilipu Airport,China,4,0.0012550988390335738,1.5448244763957373e-06,0.2812389692905048,0.0017123656908443901
80,Schefferville Airport,Canada,4,0.0012550988390335738,2.1833989370066074e-05,0.23939006985653122,0.00018728349300432338
1885,Juan Santamaria International Airport,Costa Rica,38,0.011923438970818951,0.009310460079554397,0.32411268178582325,0.01909365067316686
5909,Tongoa Airport,Vanuatu,1,0.00031377470975839345,0.0,0.20793371175050565,9.480298797972581e-06
5877,Rotuma Airport,Fiji,1,0.00031377470975839345,0.0,0.2363541975674874,5.929071134425936e-05
6312,Port Augusta Airport,Australia,1,0.00031377470975839345,0.0,0.2342521131936788,6.907696373342428e-05
6752,Tacheng Airport,China,1,0.00031377470975839345,0.0,0.2351335399144164,0.0002010856126012459
6380,Jingdezhen Airport,China,8,0.0025101976780671476,2.3264341885756943e-08,0.2864204188011144,0.0031734257955292416
2212,Moenjodaro Airport,Pakistan,2,0.0006275494195167869,0.0,0.24608138367693613,0.00025824416745348286
2474,Libertador Gral D Jose De San Martin Airport,Argentina,1,0.00031377470975839345,0.0,0.2130774888012302,2.4730941238910718e-05
5693,Lokichoggio Airport,Kenya,1,0.00031377470975839345,0.0,0.18731632773010462,1.3712328682456604e-06
6183,Gan International Airport,Maldives,3,0.0009413241292751803,1.2511144180745028e-05,0.25414673046251995,0.0006675595172340296
1247,Valladolid Airport,Spain,2,0.0006275494195167869,0.0,0.2674330787949987,0.003040814667579384
2429,Iloilo International Airport,Philippines,8,0.0025101976780671476,3.159881205682353e-05,0.2808176931888272,0.002010482782635288
442,Mariehamn Airport,Finland,3,0.0009413241292751803,0.0,0.27100340136054424,0.002557276242415268
6382,Quzhou Airport,China,3,0.0009413241292751803,0.0,0.24521043317688698,0.0005252626465777956
7774,Mysore Airport,India,1,0.00031377470975839345,0.0,0.24547485172918432,0.0002701546459804212
2528,Pampulha - Carlos Drummond de Andrade Airport,Brazil,12,0.003765296517100721,0.0016810770347688796,0.26529592940980606,0.0007919172145169236
3610,Merle K (Mudhole) Smith Airport,United States,2,0.0006275494195167869,0.00015186394878575078,0.23245805981035741,9.953618748796537e-05
5514,Chapais Airport,Canada,3,0.0009413241292751803,0.001595746908354522,0.26327963651383723,0.0009216423238408716
4271,St Cloud Regional Airport,United States,2,0.0006275494195167869,2.727908344699965e-06,0.28066930867459267,0.0013276449607586079
3515,Myrtle Beach International Airport,United States,23,0.0072168183244430495,0.0004451232634831961,0.30314848283078094,0.011971899981812356
4014,Louisville International Standiford Field,United States,23,0.0072168183244430495,3.872260305317484e-07,0.3089974791545472,0.018392046382521902
8921,Kangding Airport,China,1,0.00031377470975839345,0.0,0.2494325741566878,0.00039019802761186486
2284,Nanki Shirahama Airport,Japan,1,0.00031377470975839345,0.0,0.2571613007342855,0.00032806533434800945
6268,Geraldton Airport,Australia,1,0.00031377470975839345,0.0,0.23958803187490602,0.000125834408501098
3456,Kahului Airport,United States,21,0.006589268904926262,0.0007343771416117868,0.3007171164370636,0.00862894211546479
2341,Yamagata Airport,Japan,3,0.0009413241292751803,1.1699590798212382e-05,0.2573481912144703,0.00036024821608451717
1961,Nausori International Airport,Fiji,12,0.003765296517100721,0.0014458778454110178,0.2607806235168971,0.000487971086595997
5463,Whatì Airport,Canada,1,0.00031377470975839345,0.0,0.20524214322514167,1.3674660555681459e-05
4042,Decatur Airport,United States,2,0.0006275494195167869,0.0,0.28042234931808185,0.0017365374744082282
6219,Lawas Airport,Malaysia,3,0.0009413241292751803,0.002313343343396579,0.22881964388282597,0.00013541767852720993
1480,Sitia Airport,Greece,4,0.0012550988390335738,4.608852353206354e-05,0.25530721781623006,0.0014285179037740662
3978,Ataq Airport,Yemen,1,0.00031377470975839345,0.0,0.231697564521992,0.000166111776409774
1196,Varna Airport,Bulgaria,9,0.002823972387825541,5.4779367506244575e-06,0.28542002507612396,0.00917953336347109
2093,Turaif Domestic Airport,Saudi Arabia,1,0.00031377470975839345,0.0,0.25506202480992396,0.0005624102468079876
6245,Burketown Airport,Australia,2,0.0006275494195167869,0.0,0.1680286813940001,7.201946241409019e-08
2441,Sauce Viejo Airport,Argentina,1,0.00031377470975839345,0.0,0.2130774888012302,2.4730941238910718e-05
5965,McGrath Airport,United States,4,0.0012550988390335738,0.0026273150240964395,0.23262773722627736,0.0001008453030324854
1837,Puerto Escondido International Airport,Mexico,1,0.00031377470975839345,0.0,0.2612937607608428,0.0005770272106880148
2961,Uytash Airport,Russia,4,0.0012550988390335738,3.1397168069986144e-08,0.2651193744280842,0.002427409217137793
3417,Bettles Airport,United States,3,0.0009413241292751803,0.0,0.21330566896459408,1.1312768069918255e-05
135,Saint John Airport,Canada,3,0.0009413241292751803,0.0,0.2854967302696408,0.0024261074982657228
1771,Goloson International Airport,Honduras,7,0.0021964229683087543,0.0006363987274554081,0.2375875950499478,0.0004536542361561274
7504,Longyan Guanzhishan Airport,China,1,0.00031377470975839345,0.0,0.22636550891398538,0.0001461732653614117
3184,Sakon Nakhon Airport,Thailand,1,0.00031377470975839345,0.0,0.22349228611500702,0.00010203528794772578
6218,Bakalalan Airport,Malaysia,1,0.00031377470975839345,0.0,0.1862218067079584,1.9397271431130604e-06
3880,Great Falls International Airport,United States,7,0.0021964229683087543,3.6632275750165325e-06,0.27542995419583444,0.0033185319765572973
2378,Gimpo International Airport,South Korea,13,0.004079071226859115,0.001240221861962832,0.28338964965321,0.0026802032039448735
1773,La Laguna Airport,Honduras,1,0.00031377470975839345,0.0,0.1919879518072289,6.499546167676806e-06
845,Polokwane International Airport,South Africa,1,0.00031377470975839345,0.0,0.2620888157894737,0.0004798683810850733
3030,China Bay Airport,Sri Lanka,1,0.00031377470975839345,0.0,0.2010218241453261,5.366913094777854e-06
2425,Sibulan Airport,Philippines,2,0.0006275494195167869,0.0,0.25414673046251995,0.0003971771090396265
3997,Aasiaat Airport,Greenland,3,0.0009413241292751803,0.0,0.21296358169061141,2.3490533659611975e-05
2346,Misawa Air Base,Japan,2,0.0006275494195167869,0.0,0.257306636525109,0.00035867379859014914
4189,Muan International Airport,South Korea,5,0.0015688735487919673,5.830987172952675e-07,0.282735982966643,0.002493051012356142
5933,Dasht-e Naz Airport,Iran,4,0.0012550988390335738,0.0,0.23097550369618786,0.0003032668521397858
7373,Barreiras Airport,Brazil,2,0.0006275494195167869,0.0,0.24354271740791686,0.0002409416573209505
5443,Maniitsoq Airport,Greenland,2,0.0006275494195167869,0.0,0.21530874206188352,3.100679540357196e-05
11258,Saumlaki/Olilit Airport,Indonesia,2,0.0006275494195167869,0.0,0.19624384236453202,5.0050675950466334e-06
5535,Salluit Airport,Canada,2,0.0006275494195167869,9.419150420995841e-07,0.12862216482363387,1.2061427597433752e-10
2774,Cayenne-Rochambeau Airport,French Guiana,4,0.0012550988390335738,5.7287413804225215e-05,0.25309720457433293,0.0011176291348557275
94,Natashquan Airport,Canada,3,0.0009413241292751803,0.0009558674845969618,0.2088192897392216,1.5998853386329916e-05
960,Luena Airport,Angola,1,0.00031377470975839345,0.0,0.24954976117766817,0.0003094491900932222
2899,Princess Juliana International Airport,Netherlands Antilles,34,0.010668340131785378,0.0022099794295389703,0.32114066908504635,0.019742661618848793
2650,Comodoro Arturo Merino Benítez International Airport,Chile,41,0.012864763100094132,0.018344318331839162,0.3364298532671804,0.015766194196907647
6194,Pleiku Airport,Vietnam,3,0.0009413241292751803,0.0,0.253358772557437,0.0006899129888538263
2891,Robert L. Bradshaw International Airport,Saint Kitts and Nevis,6,0.0018826482585503606,7.396243295508793e-06,0.2676127298681669,0.0020230779447590786
6156,Belgorod International Airport,Russia,9,0.002823972387825541,0.0,0.2656497457697758,0.0032728272257506264
637,Båtsfjord Airport,Norway,5,0.0015688735487919673,9.419150420995841e-07,0.17853341549493026,4.314287093845091e-06
5430,Momote Airport,Papua New Guinea,5,0.0015688735487919673,7.326005882996765e-07,0.22881964388282597,5.504443152315688e-05
6795,Choibalsan Airport,Mongolia,3,0.0009413241292751803,1.796884080313053e-06,0.232644718592598,0.00014647143944433694
77,Stephenville Airport,Canada,2,0.0006275494195167869,0.0,0.23308710597527973,0.00011892764460310715
5671,Mogador Airport,Morocco,2,0.0006275494195167869,0.0,0.25193675889328065,0.001860195490188605
6086,Ust-Kamennogorsk Airport,Kazakhstan,5,0.0015688735487919673,4.0756279686388155e-06,0.26415250725238293,0.0017898570422194213
